Date,Global,LATINO,REP DOM,Argentina,Bolivia,Brasil,Chile,Colombia,Costa Rica,Ecuador,El Salvador,Guatemala,Honduras,México,Paraguay,Perú,Panamá,Uruguay,Venezuela
2016-07-29,3.92109,4.21582,3.98652,4.95889,1.55078,3.46162,1.73603,2.70003,4.40238,8.7716,4.93086,2.2359,3.60948,2.9432,2.99039,1.93787,1.96729,2.61904,25.10081
2016-08-01,3.87025,4.18675,3.9429,4.96506,1.49094,3.43078,1.72223,2.67027,4.36569,8.84728,4.89822,2.19713,3.58358,2.9012,2.93894,1.90665,1.91733,2.55389,25.1993
2016-08-02,3.87027,4.17329,3.84321,4.99805,1.49293,3.38715,1.73375,2.66079,4.31005,8.82662,4.89391,2.16627,3.63648,2.8948,2.89643,1.86584,1.9019,2.49224,25.61672
2016-08-03,3.88972,4.16824,3.78638,4.92234,1.56582,3.34107,1.74387,2.61721,4.27699,8.83243,4.92045,2.1439,3.65065,2.89175,2.87058,1.83823,1.88678,2.45883,26.69382
2016-08-04,3.85925,4.13734,3.80005,4.87561,1.54426,3.32784,1.7162,2.52469,4.33426,8.86758,4.95474,2.12888,3.67959,2.79232,2.95496,1.84566,1.90159,2.42881,26.48877
2016-08-05,3.75225,4.04145,3.72643,4.79927,1.45664,3.24728,1.64775,2.4143,4.25329,8.78043,4.91198,2.0446,3.57274,2.70234,2.88129,1.74201,1.79296,2.3349,26.23244
2016-08-08,3.71097,4.01019,3.63826,4.76374,1.42727,3.23025,1.62985,2.38216,4.24722,8.77639,4.93739,2.15658,3.57699,2.68288,2.88545,1.74545,1.7936,2.31762,25.63503
2016-08-09,3.72013,4.02814,3.61101,4.70908,1.43257,3.24848,1.63316,2.41826,4.28347,8.72025,4.98458,2.15185,3.53185,2.71177,2.84797,1.77597,1.80182,2.351,26.1076
2016-08-10,3.71622,4.02336,3.60457,4.63955,1.49286,3.20452,1.58432,2.38554,4.33375,8.8428,5.01863,2.2051,3.6551,2.68605,2.88564,1.77506,1.83563,2.3728,26.3753
2016-08-11,3.65667,3.95123,3.50902,4.55207,1.40968,3.13635,1.56216,2.31234,4.23831,8.77107,4.9592,2.12196,3.59021,2.63755,2.6959,1.69992,1.76408,2.31031,26.37154
2016-08-12,3.67815,3.96227,3.55259,4.48406,1.46214,3.11737,1.61414,2.30487,4.2912,8.82129,5.01,2.15492,3.62806,2.63141,2.70576,1.73274,1.77672,2.34002,26.46028
2016-08-15,3.61068,3.89813,3.47751,4.42461,1.40763,3.04843,1.58346,2.23789,4.22654,8.68506,4.9642,2.10654,3.56448,2.58984,2.66599,1.67234,1.72133,2.2744,26.0378
2016-08-16,3.57188,3.84464,3.42143,4.32967,1.37365,2.97681,1.5684,2.18561,4.15869,8.58977,4.97435,2.0677,3.56142,2.58017,2.61842,1.62994,1.67659,2.22522,25.68043
2016-08-17,3.60614,3.86509,3.42195,4.39344,1.37836,3.01859,1.59157,2.21003,4.17943,8.66231,4.96206,2.03414,3.57122,2.60315,2.63765,1.62824,1.68978,2.25682,25.65756
2016-08-18,3.59682,3.85103,3.45841,4.43906,1.41016,3.03122,1.60893,2.19073,4.17788,8.50283,4.97672,2.04525,3.61306,2.56225,2.64451,1.62945,1.70041,2.26045,24.95566
2016-08-19,3.56814,3.8295,3.41357,4.47099,1.39095,3.00825,1.5735,2.18969,4.15406,8.49656,4.93883,1.99942,3.5203,2.55224,2.60509,1.59987,1.66048,2.22506,24.94122
2016-08-22,3.62815,3.87816,3.43897,4.59113,1.38617,3.0836,1.59928,2.25093,4.17721,8.54763,4.96442,2.05049,3.58512,2.61816,2.65367,1.64415,1.69357,2.27541,24.81498
2016-08-23,3.59857,3.85058,3.4568,4.5131,1.38182,3.07745,1.61728,2.22548,4.11308,8.50929,4.92939,2.02596,3.59407,2.6014,2.65374,1.6258,1.68207,2.26332,24.36812
2016-08-24,3.61883,3.87264,3.45185,4.61346,1.37885,3.10061,1.65913,2.27829,4.10724,8.5243,4.8631,2.06362,3.59303,2.60028,2.6632,1.60798,1.6781,2.26211,24.73944
2016-08-25,3.62014,3.88208,3.45357,4.61097,1.37776,3.10654,1.67552,2.30304,4.06167,8.42283,4.8181,2.08865,3.60584,2.64098,2.64628,1.61144,1.67142,2.26881,24.87125
2016-08-26,3.54189,3.79919,3.40376,4.49113,1.35358,3.03657,1.59894,2.22877,4.00905,8.41238,4.74155,1.99233,3.51409,2.55847,2.58977,1.55835,1.61371,2.21983,24.34102
2016-08-29,3.58618,3.84572,3.46803,4.50286,1.36959,3.08666,1.67199,2.27308,4.06532,8.58346,4.79705,2.04642,3.5741,2.60286,2.6612,1.61414,1.67317,2.28737,24.12943
2016-08-30,3.58929,3.83812,3.47189,4.49302,1.34612,3.1058,1.68152,2.27003,4.06325,8.5787,4.73793,2.04362,3.5702,2.59263,2.6777,1.62267,1.66373,2.28053,23.9189
2016-08-31,3.6121,3.86294,3.52901,4.55094,1.40421,3.15379,1.73644,2.31941,4.08559,8.62646,4.72305,2.05056,3.56646,2.57869,2.68027,1.61598,1.64739,2.28545,24.5584
2016-09-01,3.65905,3.91109,3.57735,4.58729,1.44879,3.22036,1.76609,2.36701,4.10453,8.63486,4.6604,2.06893,3.57779,2.62468,2.68423,1.65053,1.70648,2.31729,24.97112
2016-09-02,3.60275,3.84808,3.5037,4.4862,1.42483,3.15958,1.72458,2.32158,4.06449,8.55806,4.59454,2.03895,3.61684,2.59491,2.66788,1.60367,1.66071,2.29429,24.13966
2016-09-06,3.60109,3.8532,3.5831,4.45534,1.53518,3.16293,1.72525,2.27665,4.11171,8.67328,4.6283,2.10745,3.65307,2.58526,2.74985,1.63774,1.69891,2.32229,23.78734
2016-09-07,3.54366,3.7959,3.55603,4.3896,1.53818,3.09421,1.70911,2.22234,4.10997,8.56222,4.60285,2.09929,3.61896,2.54197,2.74999,1.58167,1.65161,2.26371,23.401
2016-09-08,3.48201,3.74329,3.44172,4.36341,1.30924,3.08577,1.6659,2.17189,4.01746,8.42902,4.5672,2.02316,3.57955,2.51324,2.63824,1.51405,1.59843,2.19219,23.32101
2016-09-09,3.54131,3.83836,3.51348,4.50787,1.30211,3.20237,1.71636,2.26748,4.06609,8.56276,4.56794,2.04569,3.62155,2.60206,2.61986,1.58801,1.63082,2.20936,24.08641
2016-09-12,3.61475,3.86914,3.53071,4.47382,1.31804,3.18934,1.71194,2.27018,4.11278,8.6284,4.66335,2.11568,3.74826,2.63288,2.71455,1.60417,1.68884,2.24578,24.39273
2016-09-13,3.58648,3.87836,3.5226,4.61216,1.2737,3.28743,1.71714,2.34097,4.08588,8.6202,4.66555,2.11156,3.71013,2.68312,2.68557,1.56355,1.67947,2.21579,23.53769
2016-09-14,3.68739,3.98014,3.633,4.71166,1.30798,3.3793,1.80854,2.43004,4.18879,8.72222,4.76499,2.19336,3.77038,2.79401,2.78958,1.64285,1.78439,2.31269,23.54393
2016-09-15,3.68528,3.98104,3.6464,4.62049,1.36375,3.36295,1.80207,2.43356,4.20319,8.77121,4.84251,2.21363,3.75198,2.75295,2.79543,1.68934,1.77146,2.30037,23.80327
2016-09-16,3.70948,4.0452,3.67923,4.63102,1.32254,3.4388,1.81335,2.53165,4.2125,8.79218,4.87437,2.2018,3.7303,2.86643,2.85275,1.74971,1.85168,2.39025,23.92432
2016-09-19,3.68568,4.02038,3.69106,4.56073,1.33222,3.38011,1.81574,2.46628,4.20141,8.70536,4.88984,2.23201,3.71983,2.84016,2.8569,1.72607,1.8216,2.3594,24.19465
2016-09-20,3.65833,3.98003,3.66656,4.48122,1.34286,3.33593,1.80036,2.42096,4.18767,8.65233,4.90239,2.19892,3.68244,2.84236,2.81859,1.68785,1.80116,2.3503,23.70374
2016-09-21,3.58874,3.86485,3.6201,4.29597,1.34529,3.18138,1.7529,2.25927,4.17317,8.51042,4.90265,2.19004,3.63963,2.77918,2.82594,1.60252,1.73344,2.33351,22.83599
2016-09-22,3.51901,3.80727,3.51958,4.29683,1.37947,3.126,1.70413,2.22201,4.14389,8.29633,4.91531,2.16476,3.55303,2.74732,2.74289,1.53584,1.66303,2.29253,22.21228
2016-09-23,3.56685,3.86015,3.5073,4.38847,1.39811,3.2121,1.74824,2.29325,4.13239,8.30203,4.86472,2.17997,3.5838,2.88713,2.72971,1.57431,1.69915,2.32519,22.10678
2016-09-26,3.65985,3.93732,3.52884,4.47282,1.43741,3.26394,1.78583,2.35732,4.16339,8.267,4.88488,2.21626,3.60994,3.00757,2.80094,1.66394,1.77004,2.37431,22.52871
2016-09-27,3.64946,3.93227,3.5433,4.47641,1.46532,3.27501,1.79948,2.31014,4.20488,8.79029,4.93315,2.23817,3.62514,2.96607,2.82613,1.68023,1.78073,2.38707,22.07987
2016-09-28,3.6379,3.86509,3.51778,4.39223,1.44662,3.17131,1.78616,2.18513,4.1672,8.70833,4.89667,2.24518,3.6071,2.89023,2.80208,1.58889,1.72727,2.35081,22.08045
2016-09-29,3.63176,3.86177,3.50997,4.46746,1.43568,3.24243,1.79794,2.23901,4.13384,8.48272,4.85926,2.25662,3.63239,2.92523,2.79489,1.58492,1.71864,2.34643,21.24689
2016-09-30,3.59992,3.83288,3.51287,4.40708,1.41803,3.2388,1.80079,2.21019,4.146,8.44978,4.85756,2.21228,3.61852,2.94224,2.76268,1.54385,1.69547,2.32477,20.53292
2016-10-03,3.55821,3.79814,3.5116,4.3778,1.40163,3.20453,1.79106,2.2789,4.14769,8.39766,4.84172,2.20412,3.5884,2.89801,2.76037,1.52392,1.6723,2.318,19.70987
2016-10-04,3.50204,3.75858,3.46155,4.36515,1.3378,3.23652,1.76512,2.34246,4.08292,8.26221,4.81417,2.16205,3.56543,2.83127,2.68323,1.481,1.62237,2.28304,19.21111
2016-10-05,3.5076,3.75033,3.50701,4.37632,1.33752,3.24968,1.72908,2.32373,4.08544,8.11845,4.78842,2.14637,3.5703,2.78988,2.68197,1.46009,1.60571,2.27131,19.35171
2016-10-06,3.49606,3.7629,3.55506,4.49547,1.36467,3.21628,1.7229,2.31667,4.11475,8.02882,5.07202,2.14714,3.72028,2.7661,2.69979,1.46195,1.59769,2.29272,19.1455
2016-10-07,3.53437,3.79464,3.61332,4.52837,1.29226,3.22469,1.71811,2.29958,4.11625,8.06009,5.13177,2.20282,3.65914,2.75247,2.70546,1.44516,1.60391,2.2885,20.10599
2016-10-11,3.54417,3.80951,3.65564,4.54868,1.32312,3.23939,1.71624,2.32267,4.1158,7.97604,5.51052,2.20411,3.70321,2.70989,2.7307,1.45583,1.61648,2.30706,20.048
2016-10-12,3.55616,3.80152,3.67265,4.5067,1.29659,3.19335,1.71206,2.30861,4.11843,7.95421,5.38664,2.24499,3.68936,2.68265,2.71202,1.42509,1.6028,2.29778,20.50014
2016-10-13,3.58623,3.81593,3.69957,4.49921,1.35285,3.18404,1.73948,2.28491,4.1499,7.93841,5.2366,2.27741,3.72939,2.67004,2.73978,1.45314,1.62713,2.32213,21.01061
2016-10-14,3.57444,3.8142,3.67712,4.55785,1.28388,3.14218,1.72393,2.27167,4.09101,7.83025,5.09133,2.23855,3.71138,2.64727,2.67923,1.44253,1.60238,2.29271,21.73166
2016-10-17,3.63763,3.86083,3.69422,4.66454,1.34238,3.18808,1.72982,2.31413,4.11324,7.74848,5.0512,2.25551,3.74478,2.68522,2.71989,1.45892,1.63304,2.3089,22.47806
2016-10-18,3.65729,3.8875,3.70058,4.62668,1.36956,3.1894,1.73076,2.30965,4.10046,7.62077,5.04657,2.26534,3.76227,2.68239,2.73236,1.46704,1.63588,2.32359,23.80224
2016-10-19,3.62188,3.84946,3.65561,4.52529,1.36427,3.16226,1.69765,2.24113,4.09891,7.56643,5.05746,2.24429,3.75936,2.62966,2.71817,1.454,1.60858,2.29863,23.83885
2016-10-20,3.57062,3.79708,3.64597,4.47592,1.30847,3.12761,1.69147,2.23202,4.07741,7.45871,5.00315,2.25952,3.71958,2.61449,2.71493,1.44341,1.60831,2.27441,22.48621
2016-10-21,3.56876,3.79115,3.61746,4.41238,1.31662,3.13003,1.69623,2.23366,4.06946,7.37321,5.00426,2.2535,3.72252,2.62039,2.68187,1.45845,1.61318,2.28649,22.5786
2016-10-24,3.52041,3.74398,3.56975,4.42271,1.28211,3.09638,1.69275,2.23297,4.02857,7.2918,4.96828,2.22751,3.67388,2.60863,2.67641,1.44101,1.59925,2.2587,21.38827
2016-10-25,3.54008,3.76621,3.57174,4.46779,1.35159,3.12132,1.70678,2.27948,4.07648,7.1383,4.87581,2.24444,3.69644,2.66175,2.69206,1.47528,1.62191,2.30124,21.16035
2016-10-26,3.56844,3.80566,3.57391,4.48497,1.27917,3.13236,1.70734,2.27715,4.04793,7.16037,4.81836,2.23816,3.66384,2.70195,2.65896,1.46597,1.62752,2.27048,22.55343
2016-10-27,3.60281,3.84627,3.64069,4.5319,1.27963,3.1623,1.7271,2.30194,4.03627,7.17092,4.75512,2.24101,3.65238,2.74041,2.62687,1.4729,1.63901,2.26995,23.20622
2016-10-28,3.63828,3.87004,3.75817,4.51402,1.24204,3.12156,1.7359,2.31169,4.06093,7.20686,4.75346,2.26459,3.67566,2.78566,2.6537,1.47958,1.61486,2.25773,23.61978
2016-10-31,3.63786,3.9486,3.86142,4.51734,1.29695,3.15801,1.76922,2.37206,4.09182,7.43446,4.77716,2.30408,3.70215,2.9311,2.67993,1.55257,1.68458,2.30167,23.1561
2016-11-01,3.68252,4.00408,3.89292,4.62446,1.31572,3.24121,1.80409,2.47715,4.15452,7.45956,4.78156,2.35057,3.70956,3.00398,2.66892,1.60601,1.734,2.36444,22.76658
2016-11-02,3.72826,4.04616,3.89541,4.69169,1.31763,3.29771,1.8386,2.4666,4.19085,7.66342,4.7859,2.40194,3.73861,3.02087,2.71768,1.64927,1.76664,2.38447,23.18969
2016-11-03,3.69823,4.00715,3.79405,4.60107,1.33723,3.28338,1.83351,2.42282,4.17546,7.71949,4.75344,2.40601,3.69982,2.93631,2.6632,1.60563,1.7285,2.3396,23.4881
2016-11-04,3.73389,4.03294,3.80424,4.60861,1.36802,3.29979,1.8488,2.45228,4.21246,7.83906,4.80296,2.44929,3.73971,2.95926,2.70372,1.65448,1.77726,2.3747,23.34118
2016-11-07,3.63652,3.91295,3.71827,4.44872,1.31621,3.16695,1.80039,2.31051,4.16236,7.75581,4.75144,2.38096,3.6667,2.78921,2.65194,1.57219,1.70211,2.29902,22.80195
2016-11-08,3.53638,3.82248,3.65056,4.37532,1.22299,3.06641,1.74332,2.21919,4.11409,7.58543,4.717,2.37498,3.59099,2.70804,2.60525,1.52547,1.63454,2.24647,21.93152
2016-11-09,3.53717,3.86073,3.72674,4.39576,1.14604,3.08696,1.72224,2.25142,4.11123,7.46188,4.72659,2.35631,3.54495,2.88123,2.53309,1.50777,1.63508,2.20685,21.69212
2016-11-10,3.73739,4.09545,3.94277,4.7614,1.04907,3.4075,1.82495,2.50504,4.26729,7.66871,4.90685,2.43999,3.84509,3.22085,2.64386,1.63035,1.72024,2.35565,22.05421
2016-11-14,4.06935,4.3611,4.48354,5.04828,1.10333,3.56965,1.89972,2.6395,4.42245,8.48638,5.2531,2.56616,3.92889,3.41865,2.89088,1.82259,1.87063,2.53105,23.73195
2016-11-15,3.86681,4.18444,4.16071,4.9123,0.98484,3.34556,1.77066,2.483,4.33713,7.82511,5.30136,2.69804,4.11947,3.192,2.80725,1.61927,1.7341,2.51868,23.11339
2016-11-16,3.87528,4.22152,4.11008,4.87798,0.96944,3.34111,1.80175,2.56919,4.3764,7.93544,5.51359,2.80968,4.30759,3.25061,2.86622,1.70596,1.77463,2.4866,23.10662
2016-11-17,3.81051,4.20548,4.03659,4.90345,0.91997,3.35095,1.78813,2.60145,4.30245,7.81261,5.46069,2.75411,4.33259,3.2693,2.79017,1.69671,1.79292,2.4542,22.65879
2016-11-18,3.85676,4.22841,3.94947,4.89394,0.85594,3.37087,1.78305,2.69595,4.334,7.59357,5.42678,2.72079,4.34368,3.35948,2.817,1.68095,1.86206,2.48475,22.73258
2016-11-21,3.84595,4.23786,3.95819,4.89505,0.86339,3.36495,1.77871,2.6719,4.37483,7.46756,5.52131,2.73869,4.79753,3.34553,2.86256,1.70732,1.86349,2.51713,22.82607
2016-11-22,3.83739,4.24137,3.99689,4.8703,0.87467,3.35622,1.77138,2.60176,4.40061,7.459,5.61,2.77604,4.77419,3.32424,2.94114,1.73173,1.85519,2.52045,23.03214
2016-11-23,3.84757,4.269,4.0356,4.90481,0.79347,3.38366,1.76181,2.60787,4.40997,7.45118,5.69906,2.77406,4.74002,3.35033,2.99237,1.76332,1.88202,2.53596,23.22842
2016-11-25,3.86275,4.27627,4.06591,4.90571,0.83284,3.38816,1.76246,2.64083,4.41251,7.45712,5.73734,2.78102,4.76422,3.35941,3.00493,1.76069,1.87698,2.56233,23.11746
2016-11-28,3.86424,4.27514,4.11824,4.9023,0.84589,3.37062,1.76728,2.5563,4.46247,7.34708,5.82625,2.8091,4.64628,3.33407,2.98872,1.77216,1.88744,2.54156,23.3599
2016-11-29,3.89636,4.31047,4.15548,4.97871,0.87196,3.39861,1.75926,2.56642,4.50056,7.46096,5.86806,2.88085,4.52264,3.36332,3.05133,1.7785,1.89645,2.5725,23.7887
2016-11-30,3.87597,4.2779,4.14556,5.1498,0.81613,3.38226,1.73792,2.52174,4.4551,7.35771,5.93936,2.90444,4.47991,3.3034,2.97606,1.73069,1.85793,2.52477,23.43149
2016-12-01,3.89415,4.29092,4.14795,5.28951,0.76474,3.47651,1.71533,2.55162,4.45183,7.23628,6.00207,2.84112,4.50755,3.30128,2.91671,1.71746,1.87023,2.51587,23.17488
2016-12-02,3.92948,4.31096,4.22826,5.28444,0.81268,3.51999,1.74708,2.50521,4.62467,7.28036,5.96518,2.94828,4.46671,3.29267,2.98527,1.7443,1.89402,2.56741,23.00275
2016-12-05,3.87571,4.23783,4.2155,5.24044,0.82084,3.43952,1.73446,2.41841,4.64392,7.12272,5.89848,3.0908,4.47282,3.16755,3.02178,1.72888,1.8721,2.54473,22.17345
2016-12-06,3.81344,4.17526,4.16132,4.98533,0.82668,3.43127,1.71617,2.34087,4.59829,7.04239,5.81979,3.07893,4.42388,3.13127,2.98665,1.69369,1.83298,2.52835,21.93609
2016-12-07,3.76567,4.11783,4.11826,4.85733,0.86348,3.39064,1.70845,2.32677,4.56329,6.9231,5.61621,2.99581,4.36164,3.06712,3.05549,1.65963,1.82822,2.49668,21.63445
2016-12-08,3.74109,4.09335,4.04863,4.89488,0.82687,3.37231,1.6654,2.33076,4.44529,6.97602,5.52619,2.88981,4.28924,3.07416,2.93502,1.62737,1.78707,2.42898,21.72033
2016-12-09,3.69835,4.04019,3.96506,4.89685,0.75954,3.3098,1.61821,2.31091,4.38312,6.78666,5.4458,2.7617,4.10515,3.05294,2.87687,1.59497,1.72066,2.37933,21.51982
2016-12-12,3.71709,4.06793,3.99882,5.12865,0.76424,3.32665,1.61946,2.32989,4.41491,6.69168,5.41443,2.73249,4.04879,3.07436,2.88418,1.63569,1.76065,2.4153,21.19402
2016-12-13,3.69106,4.04664,3.99241,5.12388,0.75291,3.28214,1.60654,2.29159,4.42108,6.58361,5.36833,2.6842,3.96833,3.04085,2.88532,1.64091,1.78074,2.41552,21.25962
2016-12-14,3.63502,4.0143,3.96203,5.12399,0.67144,3.31993,1.61365,2.21888,4.39449,6.57207,5.2377,2.57351,3.81144,2.99492,2.79401,1.60673,1.74181,2.41551,21.26111
2016-12-15,3.68787,4.02209,4.00342,5.14618,0.76765,3.31299,1.59362,2.22061,4.39819,6.6179,5.26044,2.47454,3.76818,3.00124,2.76167,1.60852,1.72521,2.42869,21.7003
2016-12-16,3.65842,3.99966,4.00133,5.1157,0.76404,3.29286,1.55755,2.17958,4.39901,6.62427,5.24314,2.47274,3.83349,2.9207,2.74406,1.5942,1.72596,2.38924,21.60745
2016-12-19,3.68363,4.01935,4.07216,5.0627,0.80815,3.2843,1.58411,2.19469,4.44712,6.63641,5.30401,2.54855,3.81181,2.96029,2.77308,1.63522,1.75315,2.42789,21.48962
2016-12-20,3.64637,3.98224,4.03089,4.97391,0.79585,3.2503,1.56497,2.1742,4.40948,6.55957,5.28362,2.49255,3.82029,2.9107,2.73658,1.61284,1.74835,2.38367,21.39341
2016-12-21,3.62783,3.97804,4.03603,4.89366,0.8677,3.25422,1.57354,2.17888,4.42349,6.56143,5.26851,2.4786,3.76155,2.87597,2.72629,1.62119,1.78993,2.40565,21.39861
2016-12-22,3.63521,3.97943,4.00893,4.87317,0.81403,3.27238,1.55946,2.19609,4.41931,6.36441,5.26238,2.44623,3.741,2.92964,2.73178,1.62882,1.79377,2.38439,21.56834
2016-12-23,3.6329,3.98006,4.01996,4.76581,0.82316,3.26506,1.56716,2.20623,4.42306,6.49587,5.29577,2.42733,3.77118,2.92273,2.73822,1.63311,1.78439,2.38819,21.55505
2016-12-27,3.59272,3.92787,3.96409,4.55086,0.75589,3.2299,1.5366,2.17837,4.38635,6.3249,5.2322,2.42212,3.71356,2.88313,2.68382,1.60087,1.75432,2.36287,21.51881
2016-12-28,3.63138,3.96309,4.02104,4.48078,0.79601,3.26885,1.56013,2.22365,4.44784,6.31043,5.28135,2.45163,3.72211,2.93281,2.73765,1.65077,1.80313,2.4152,21.56868
2016-12-29,3.64616,3.98688,4.04925,4.52978,0.84292,3.27778,1.57552,2.23876,4.46704,6.36482,5.30958,2.48742,3.76614,2.92378,2.7793,1.68113,1.84474,2.44225,21.63104
2016-12-30,3.65383,4.01976,4.06882,4.54955,0.83198,3.30325,1.57812,2.24874,4.48914,6.46588,5.35811,2.52347,3.79539,2.95552,2.8056,1.6956,1.86652,2.44334,21.68138
2017-01-03,3.63075,4.01945,4.07223,4.73517,0.80523,3.27164,1.5698,2.24707,4.48593,6.38861,5.31905,2.51081,3.7622,2.9647,2.7734,1.70847,1.87226,2.42313,21.40917
2017-01-04,3.57771,3.97233,3.98123,4.76775,0.81083,3.14618,1.52997,2.18507,4.42229,6.1403,5.29534,2.44651,3.74446,3.00303,2.74928,1.66805,1.82207,2.39063,21.16811
2017-01-05,3.56549,3.9541,3.82905,4.75049,0.89079,3.07128,1.53812,2.1313,4.43477,6.0878,5.31759,2.47367,3.82528,3.07217,2.80101,1.64467,1.81424,2.4001,21.06839
2017-01-06,3.50426,3.89726,3.73567,4.68265,0.82917,3.05139,1.51478,2.09731,4.32044,6.00546,5.21901,2.39986,3.77514,3.02237,2.6934,1.60247,1.75555,2.32802,21.07593
2017-01-09,3.56299,3.90814,3.65003,4.70318,0.87897,3.06136,1.52807,2.10114,4.30286,5.95344,5.21699,2.42897,3.77915,3.03091,2.65014,1.63189,1.77016,2.35321,21.38673
2017-01-10,3.57931,3.94038,3.71083,4.81726,0.87355,3.07083,1.53283,2.13819,4.30664,6.07507,5.22409,2.39796,3.77513,3.10847,2.65957,1.61767,1.75971,2.3391,21.47531
2017-01-11,3.62763,3.97314,3.80524,4.83338,0.87296,3.08262,1.55538,2.14388,4.31369,6.14726,5.25615,2.40473,3.76047,3.19704,2.68563,1.61121,1.76784,2.34502,21.66163
2017-01-12,3.56742,3.92172,3.77357,4.73267,0.87972,3.01886,1.5316,2.0876,4.30986,6.14386,5.2724,2.42123,3.59389,3.12173,2.68222,1.55914,1.71584,2.31784,21.44956
2017-01-13,3.52865,3.86505,3.77895,4.53183,0.7974,2.92354,1.51544,2.06448,4.2589,6.10378,5.25433,2.37091,3.51134,3.06592,2.63348,1.5093,1.6598,2.26791,21.48703
2017-01-17,3.52812,3.85878,3.77275,4.55257,0.84508,2.88169,1.52439,2.04868,4.28927,6.14397,5.29483,2.40755,3.56229,3.04056,2.68934,1.51878,1.66237,2.25981,21.39697
2017-01-18,3.48978,3.83731,3.72332,4.58514,0.74972,2.92568,1.50713,2.05989,4.08291,6.1571,5.21554,2.33933,3.57126,3.04484,2.61944,1.47995,1.65122,2.23052,21.17557
2017-01-19,3.52059,3.85753,3.77467,4.60732,0.72951,2.9608,1.49443,2.10859,4.06098,6.18917,5.2036,2.32996,3.60558,3.13164,2.62157,1.51083,1.67296,2.24887,20.69589
2017-01-20,3.52737,3.86278,3.78737,4.61655,0.73624,2.95185,1.49294,2.1047,4.10781,6.28667,5.23432,2.34257,3.61702,3.11854,2.67485,1.52347,1.70499,2.27256,20.39029
2017-01-23,3.55467,3.90218,3.79212,4.69133,0.80482,2.96054,1.51885,2.09497,4.17626,6.33403,5.44017,2.43351,3.7185,3.13983,2.80843,1.57309,1.76029,2.30323,20.44222
2017-01-24,3.49253,3.86295,3.73688,4.64408,0.74346,2.93946,1.47991,2.10149,4.14169,6.10496,5.63813,2.37985,3.67946,3.08676,2.75489,1.5404,1.71892,2.26453,20.20506
2017-01-25,3.47413,3.83041,3.68932,4.63084,0.63728,2.95043,1.43186,2.06874,4.07534,6.07064,5.81086,2.33081,3.57859,3.00707,2.76659,1.51355,1.66439,2.22511,20.26934
2017-01-26,3.50387,3.84781,3.68235,4.63134,0.68239,2.96876,1.43661,2.12449,4.09643,6.006,6.17718,2.37005,3.54435,2.96758,2.78705,1.55897,1.69859,2.24832,20.19947
2017-01-27,3.4841,3.80314,3.66887,4.57142,0.76414,2.86984,1.43285,2.09382,4.09702,5.88609,5.88304,2.33264,3.50356,2.93629,2.70038,1.54712,1.6647,2.2553,20.09027
2017-01-30,3.4982,3.82933,3.67612,4.69246,0.72019,2.92332,1.44003,2.10701,4.08311,5.83429,5.91567,2.3738,3.49599,2.95409,2.7101,1.56095,1.68514,2.26221,20.14422
2017-01-31,3.51798,3.85573,3.70968,4.69447,0.75259,2.90733,1.4372,2.09192,4.10638,5.90133,5.95882,2.41149,3.5326,2.96046,2.73581,1.58746,1.69004,2.25414,20.5604
2017-02-01,3.48176,3.80834,3.63466,4.60641,0.7062,2.86359,1.41683,2.03322,4.0681,5.86299,5.99127,2.38341,3.50308,2.92553,2.68169,1.53604,1.63346,2.22067,20.51714
2017-02-02,3.4289,3.76156,3.57122,4.4842,0.69236,2.81718,1.40393,1.97095,4.04332,5.7353,6.11235,2.37891,3.51706,2.84283,2.67059,1.52143,1.61192,2.18055,20.55589
2017-02-03,3.37684,3.72699,3.50981,4.39501,0.66668,2.7892,1.3481,1.90497,4.02505,6.17489,6.28018,2.36359,3.42901,2.7863,2.61609,1.48174,1.56412,2.13023,20.43867
2017-02-06,3.40741,3.75903,3.56593,4.42646,0.74369,2.7937,1.39085,1.92731,4.04511,6.33038,6.36189,2.39965,3.45962,2.8369,2.68374,1.52489,1.55887,2.10072,20.5159
2017-02-07,3.44869,3.80957,3.58571,4.58314,0.75943,2.86895,1.3829,1.96522,4.05934,6.49297,6.37018,2.39676,3.45521,2.90063,2.7098,1.54671,1.56894,2.14809,20.70333
2017-02-08,3.46014,3.83126,3.61113,4.603,0.78697,2.86502,1.36584,2.05237,4.02864,6.5274,6.10464,2.41595,3.38284,2.90099,2.75864,1.57419,1.59372,2.19176,21.12838
2017-02-09,3.4009,3.76393,3.58843,4.5595,0.66725,2.80891,1.34155,2.00119,3.93932,6.35013,5.93676,2.2957,3.32722,2.84436,2.70006,1.49055,1.5207,2.15824,20.88083
2017-02-10,3.36577,3.7201,3.60329,4.46119,0.64608,2.73906,1.331,1.97619,3.91797,6.28191,5.89873,2.23632,3.25211,2.8082,2.70461,1.47702,1.50778,2.14851,20.39686
2017-02-13,3.32921,3.68892,3.56189,4.40916,0.60372,2.69543,1.30365,1.94676,3.91138,6.23624,5.85092,2.16098,3.08372,2.78107,2.66634,1.46346,1.50149,2.13488,20.32696
2017-02-14,3.30479,3.68281,3.50903,4.41528,0.54639,2.67474,1.28785,1.92802,3.88109,6.07135,5.73286,2.04548,3.05031,2.7735,2.61947,1.46574,1.50696,2.13728,20.82294
